territory_id,island,forest_integrity,fragmentation_index,human_pressure,canopy_integrity,prey_index,distance_to_road_km,persecution_risk,territory_aoh_km2,protected,home_range_95_km2,core_range_50_km2,space_time_outside_core_pct,nearest_neighbour_km,risk_score,risk_class,annual_forest_loss_rate,cluster,archetype,PC1,PC2,recommended_action,cost_units,expected_risk_reduction,benefit_cost
MI-028,Mindanao,0.7468340503816798,0.11405862498529429,0.5021540051110617,0.6308398738495887,0.6719151197638252,7.2732585109707175,0.28661658210714736,73.10822510822511,False,71.68692004252244,13.112638193387303,79.31454153034883,28.723040677133152,31.08765374153038,Low,0.004539985653709228,0,Watch-list landscape,0.9257087288061057,1.2407994416550394,Stewardship or protected-area agreement,4.5,9.326296122459114,2.7978888367377346
MI-029,Mindanao,0.8721198394738867,0.01,0.14022961007188645,0.8379847530067008,0.6329178189189199,5.060033397669703,0.23092971613229563,73.10822510822511,True,50.24229416608465,9.656096982273278,82.25357209689183,9.97129865187914,5.333850055366233,Low,0.0019595068940866734,3,Relatively secure forest,2.956161097088361,0.0552097525995191,Long-term monitoring,1.5,0.5333850055366234,0.35559000369108223
MI-030,Mindanao,0.5166037793881163,0.5743587672140488,0.38892000855524356,0.46458886843137115,0.5168224893589012,3.090789741579166,0.45070821866124455,73.10822510822511,False,53.66914419368621,9.74281266622975,83.28220249241797,15.814061359361876,51.21789728427436,Moderate,0.003665323093288072,2,Fragmented pressure front,-0.8525009923339869,-0.7094758434705126,Corridor restoration,5.0,13.828832266754077,3.733784712023601
MI-031,Mindanao,0.604788286627355,0.2712496410410664,0.42171833241792056,0.5374010598076068,0.42591505342550445,10.399115640899616,0.279029741096841,73.10822510822511,False,52.89037131256164,12.204347659513457,74.66224474465962,9.75526185463093,38.772879966144565,Moderate,0.004272590767475566,0,Watch-list landscape,-0.07946038353173569,-0.10691031439884438,Prey and habitat recovery,4.0,9.305491191874696,3.14060327725771
MI-032,Mindanao,0.7337803316354325,0.2213671192394664,0.2832571033456517,0.7938080505028821,0.6478369826040212,1.7363571768388166,0.2733919551175573,73.10822510822511,True,40.6740013941362,9.0,75.25366863631741,6.937722051185552,17.765659612231058,Low,0.0035699647333091856,3,Relatively secure forest,1.3845961143059051,0.08021877312456739,Community patrol and anti-persecution,3.0,6.04032426815856,2.01344142271952
MI-033,Mindanao,0.8255080790511563,0.013053702822624885,0.23925525298338818,0.5521792485469713,0.6732983892102422,6.635845682940969,0.3265847607588436,73.10822510822511,True,110.58270867883269,20.603769209153324,81.50157946582968,11.662515546436012,13.394290787799864,Low,0.0024492952838728976,3,Relatively secure forest,2.3442669779517504,0.5767720043522332,Long-term monitoring,1.5,1.3394290787799865,0.8929527191866576
MI-034,Mindanao,0.4631522642733405,0.4910323931053799,0.8509096948209491,0.44902099085030517,0.2941703033322581,5.113939607182179,0.563567872229668,73.10822510822511,False,103.77370236771854,21.76233542112477,76.35875499165752,11.226090126912508,68.33046916305942,High,0.006579170281497209,1,Critical intervention zone,-3.4844719072115096,1.2217670404395768,Prey and habitat recovery,4.0,16.39931259913426,5.534768002207812
MI-035,Mindanao,0.5659321526701345,0.47460570724364154,0.8744180371836792,0.409654572649741,0.41978721186357454,8.285835500226586,0.6041244631012594,73.10822510822511,False,70.71108975015743,13.808330457106623,78.40505125786764,12.64653500335763,67.90595980153215,High,0.004347226237123914,1,Critical intervention zone,-2.370832678159425,1.4152907872622174,Prey and habitat recovery,4.0,16.297430352367716,5.500382743924105
MI-036,Mindanao,0.2645218863836753,0.99,0.6872238837074143,0.21503076584837136,0.29591675181155236,7.62853738014428,0.5775813391564004,73.10822510822511,False,95.04700445664407,16.666314933613297,80.9791564870867,10.502901772290233,83.1195115296679,Critical,0.005962683492819553,1,Critical intervention zone,-4.43034383959449,-0.9559181231410974,Corridor restoration,5.0,22.442268113010336,6.059412390512792
MI-037,Mindanao,0.6044817766180078,0.41560996035347,0.42424706700810966,0.5814105888257721,0.5653319660983352,2.8120977816173975,0.3689792020835439,73.10822510822511,True,59.25078127316731,9.26892949845877,83.24438069232048,13.618759385483527,34.40089708181577,Low,0.003838451722364093,0,Watch-list landscape,-0.11765723035316573,-0.11323889468006594,Community patrol and anti-persecution,3.0,11.696305007817363,3.898768335939121
MI-038,Mindanao,0.5546136621452413,0.27302154708754567,0.7922063155937598,0.4102472046677256,0.4561657537443286,9.002023126724739,0.6266437535025873,73.10822510822511,False,52.338092830921376,9.0,79.70819719669954,16.042796376494415,58.80014327723743,High,0.004833501826495662,1,Critical intervention zone,-1.9625350768453536,1.7701942008342537,Community patrol and anti-persecution,3.0,19.99204871426073,8.996421921417328
MI-039,Mindanao,0.46707309026444155,0.5076560412621871,0.34578919414954296,0.3456495771082132,0.35440844789210213,8.944847430087478,0.25900089385866176,73.10822510822511,False,102.17496450208715,21.405591394378842,78.59225310155182,8.050997619147704,47.34259334757641,Moderate,0.0024361508360436985,2,Fragmented pressure front,-0.2750076166590781,-1.713255428142117,Prey and habitat recovery,4.0,11.362222403418338,3.8347500611536893
MI-040,Mindanao,0.5624967616510862,0.5593135955829653,0.3888613074741968,0.58621613909901,0.49500267615301985,19.763463276764544,0.2714754772829282,73.10822510822511,False,71.88575024067565,16.786017181285175,76.2423424180523,20.47523955091164,45.43055044541302,Moderate,0.002375903871801104,2,Fragmented pressure front,0.10708281188567081,-1.2401408856438707,Corridor restoration,5.0,12.266248620261516,3.311887127470609
MI-041,Mindanao,0.6247553349420828,0.49244154951457986,0.31918340099296816,0.5669545533588912,0.595984278245043,8.59806116925896,0.27080589908267577,73.10822510822511,False,43.289673601208115,9.0,80.88585450895587,7.953361011339347,39.80781647510765,Moderate,0.0032828983963577966,2,Fragmented pressure front,0.501578434848883,-0.8219631129742934,Stewardship or protected-area agreement,4.5,11.942344942532294,3.5827034827596886
MI-042,Mindanao,0.5710097121463823,0.17886901542139594,0.2615492295970589,0.5046904314339274,0.6487609441754373,15.668125594580388,0.3006147154461193,73.10822510822511,True,71.29234321076281,12.939792341042384,80.93354363583694,12.921842397433418,19.872908801615804,Low,0.0024626163144745904,3,Relatively secure forest,1.4006434369827885,-0.49255701630410903,Long-term monitoring,1.5,1.9872908801615805,1.324860586774387
MI-043,Mindanao,0.5996611204701262,0.15826229459168856,0.38398971204179955,0.489035739171372,0.5781823620969183,2.7295781449722805,0.22595118753493793,73.10822510822511,False,74.5281127305748,13.486934044414404,79.65728522360743,11.278596293124503,30.894339258531225,Low,0.0022537867479263183,3,Relatively secure forest,1.3524335005316144,-0.3126105434344972,Community patrol and anti-persecution,3.0,10.504075347900617,4.726833906555278
MI-044,Mindanao,0.8586620407928365,0.26795571356630743,0.5141591551233523,0.7099869420473164,0.9147678287624481,3.5452393835753386,0.40503011921097437,73.10822510822511,True,63.61452337743794,12.19201059014279,80.35657757507796,10.558017406577255,25.898243140350402,Low,0.0019132164332806112,3,Relatively secure forest,1.9636517423223296,1.3085611179667294,Long-term monitoring,1.5,2.5898243140350403,1.7265495426900268
MI-045,Mindanao,0.9321486667439437,0.2999224514097002,0.1800617885320074,0.7827753172927495,0.8493104215443167,2.1771758392372624,0.27889217074417394,73.10822510822511,True,74.9103905746642,13.644446861074384,79.99652377192439,18.192677682921005,14.39981466084696,Low,0.0018372336783488174,3,Relatively secure forest,2.920888275742804,0.07761974708492929,Community patrol and anti-persecution,3.0,4.895936984687967,1.6319789948959889
MI-046,Mindanao,0.49395693854107137,0.48842925037919266,0.448356198935506,0.4412287079060393,0.4617271088828163,11.64041359222039,0.4452120773039835,73.10822510822511,False,50.41554717013807,9.44123792136273,81.60300063174105,10.15487599514821,51.159100820317256,Moderate,0.0029507960675505965,2,Fragmented pressure front,-0.764367808435806,-0.6385997523478152,Stewardship or protected-area agreement,4.5,15.347730246095177,4.604319073828553
MI-047,Mindanao,0.32868562502812604,0.5002502629671595,0.5168269208985946,0.4629050329409335,0.29396832385375954,7.853910205410506,0.5436642097410582,73.10822510822511,False,80.53239198448219,19.170887611256557,76.7123719507514,11.395830571192773,58.22874194244919,High,0.004391682329837762,1,Critical intervention zone,-2.4396664291424472,-0.6222108366092288,Prey and habitat recovery,4.0,13.974898066187805,4.716528097338385
MI-048,Mindanao,0.7159515894610426,0.3251583515698244,0.45864955897586157,0.549204605391487,0.5810772120860037,9.974688718560172,0.45684186811801186,73.10822510822511,True,47.835291140369705,9.777705108046295,75.97898273667718,9.1376293818559,34.60849120466696,Low,0.0025982621088718777,0,Watch-list landscape,0.42326585731204336,0.4556020727303748,Long-term monitoring,1.5,3.4608491204666962,2.3072327469777973
MI-049,Mindanao,0.5490700543201404,0.3892995281837614,0.9311766972207449,0.3643810441550331,0.39502460002919826,5.770777539776548,0.6939756902515893,73.10822510822511,False,62.39179628365697,11.077471106331982,80.23234616102658,8.284079024473048,69.78492341228907,High,0.004998464492345846,1,Critical intervention zone,-2.862796633875081,2.0178997937185184,Community patrol and anti-persecution,3.0,23.72687396017829,10.67709328208023
MI-050,Mindanao,0.5514834331141472,0.4797289324853896,0.27065674673241746,0.5068880314436792,0.550066454693871,7.841516651927424,0.31650004500972795,73.10822510822511,False,52.69955589026916,12.01143748935433,74.28200985917961,12.21280912182857,40.488182918714614,Moderate,0.0017039585995771802,2,Fragmented pressure front,0.689668924405569,-1.4068736673606892,Stewardship or protected-area agreement,4.5,12.146454875614383,3.6439364626843154
MI-051,Mindanao,0.6481069348390446,0.2032330753977256,0.09457306646168451,0.7331387115831158,0.9237983934799054,4.28652405251386,0.1666388711705007,73.10822510822511,False,78.04219756666559,14.503342480128378,80.5056205777968,10.804043202314237,14.074045845347616,Low,0.00219075220025581,3,Relatively secure forest,3.0145505192225386,-0.8230351119261451,Stewardship or protected-area agreement,4.5,4.222213753604285,1.2666641260812854
MI-052,Mindanao,0.2880798811064885,0.71188885473654,0.7789854046460082,0.31755202823828776,0.27843142601483434,10.074907235904941,0.6631695137955763,73.10822510822511,False,52.4234875853536,12.792363051612089,72.8677283614105,10.147859397505762,77.65803160205091,Critical,0.0071498886322501135,1,Critical intervention zone,-4.658152369832421,0.37877194850576007,Community patrol and anti-persecution,3.0,26.403730744697313,11.881678835113792
MI-053,Mindanao,0.7153967295465132,0.330974637472189,0.25697597192063937,0.6415219433308119,0.636528282576663,8.375080986609602,0.20439530837376932,73.10822510822511,False,89.051079292376,20.199833122928,75.07964368977403,8.80256994075619,29.5796955494401,Low,0.003042462544448277,3,Relatively secure forest,1.5016847213155653,-0.5562702971396899,Stewardship or protected-area agreement,4.5,8.87390866483203,2.662172599449609
MI-054,Mindanao,0.6250026754358785,0.3392851477200397,0.2643106809883401,0.6971555034251113,0.5756598586870619,5.433222940716509,0.20574170433052277,73.10822510822511,True,75.50320144482204,16.498086116912912,74.56802860855717,15.681348619470716,21.849216717917493,Low,0.0014303788972243768,3,Relatively secure forest,1.5935170470217754,-1.1947553800447213,Long-term monitoring,1.5,2.1849216717917495,1.4566144478611662
MI-055,Mindanao,0.8807496062164563,0.01,0.6529584943154495,0.8039227237581363,0.5934612385669507,4.973041109277639,0.4408633537249528,73.10822510822511,False,86.00296780599248,16.37666482038354,76.61530855167373,14.81100814011678,34.782116102406846,Low,0.002600869562484217,0,Watch-list landscape,1.1053596947737787,2.1289052124736023,Stewardship or protected-area agreement,4.5,10.434634830722054,3.1303904492166166
MI-056,Mindanao,0.24498090753418814,0.6074810052370768,0.8055356223527586,0.1802190228296388,0.25740737154942456,6.1354353675993565,0.5215469816871595,73.10822510822511,False,161.0,28.75297475160358,77.80597498047352,8.497867697466098,73.72392915958429,High,0.004242351938412044,1,Critical intervention zone,-3.3905380347000964,-0.36054491619964785,Corridor restoration,5.0,19.90546087308776,5.3744744357336955
MI-057,Mindanao,0.6164492396006758,0.44243394763325217,0.7311768312524977,0.535510350414916,0.529635248070424,3.868804002188658,0.5803770992705847,73.10822510822511,True,40.571585112184756,9.0,77.84795686401554,11.177344373310005,50.29122444677066,Moderate,0.006061328545739081,1,Critical intervention zone,-2.086250212854266,1.6318164810589457,Long-term monitoring,1.5,5.029122444677067,3.3527482964513777
MI-058,Mindanao,0.7662328713992242,0.3619897160024875,0.3610344955956143,0.6786295155989335,0.7015421687098339,10.239655557658363,0.2569133057477176,73.10822510822511,True,63.44863471163876,12.253265143871815,77.82126759568249,11.684956105888075,24.843636003230063,Low,0.0030575916542625913,3,Relatively secure forest,1.37508015310472,0.02557115422101734,Long-term monitoring,1.5,2.4843636003230065,1.6562424002153378
MI-059,Mindanao,0.7025969735907726,0.23605924232561154,0.22995499756588644,0.7326242577868486,0.6856579994248049,9.019822626218179,0.23148977469412324,73.10822510822511,False,119.77931963777968,20.004259994528446,79.53309652854031,18.161214114386844,24.401528807828367,Low,0.002165632325566105,3,Relatively secure forest,2.027810182239605,-0.5166017086919372,Stewardship or protected-area agreement,4.5,7.32045864234851,2.196137592704553
MI-060,Mindanao,0.4707913962036711,0.49459075245943646,0.2927745136745563,0.3555991864613592,0.4533815038947843,7.135424804611482,0.2993110478243383,73.10822510822511,True,65.58207218154085,12.058466411536104,81.48834254250728,9.702353669571211,36.06785235021475,Moderate,0.0020291415996048097,2,Fragmented pressure front,0.13133327413105655,-1.692531121600198,Long-term monitoring,1.5,3.606785235021475,2.404523490014317
MI-061,Mindanao,0.14260339879186534,0.9331039590211957,0.37426133241270715,0.13612310898958782,0.50326229937645,2.0167523410296093,0.4854545428824438,73.10822510822511,False,58.02621371896758,12.961371674893005,77.84326840471158,17.168497690265607,67.62681820275922,High,0.004506462711690632,2,Fragmented pressure front,-2.7597541613025145,-2.3100755105570507,Community patrol and anti-persecution,3.0,22.993118188938137,10.346903185022162
MI-062,Mindanao,0.44671525908614307,0.6718210066091228,0.3127631087561556,0.32334501007551264,0.35138416274358736,7.9316437754737565,0.3948056075025769,73.10822510822511,False,85.98173503856204,22.67794422320187,72.45110496872994,10.749944372110466,55.24798672922878,High,0.0030871765320564415,2,Fragmented pressure front,-1.150886440773135,-1.78646290027008,Corridor restoration,5.0,14.916956416891772,4.027578232560779
MI-063,Mindanao,0.8006294788440251,0.052772563675276635,0.19823053834036053,0.7890918028091681,0.795952779982224,7.112478395739461,0.2069635061234004,73.10822510822511,True,78.02950768075694,15.082202454583506,79.81221507977737,11.548860755333491,5.896038477720722,Low,0.0015887294485617037,3,Relatively secure forest,3.1954880591984773,0.022863323912423097,Long-term monitoring,1.5,0.5896038477720723,0.3930692318480482
MI-064,Mindanao,0.8413860946417819,0.04905310355313128,0.19463799434802342,0.7420016239839227,0.8694908655964724,14.20332583551268,0.2069325536497894,73.10822510822511,True,47.60199587244145,9.0,80.6436123074422,16.084632171360703,5.076133534337793,Low,0.0015497393143140273,3,Relatively secure forest,3.5048614416500343,0.2185814902022362,Long-term monitoring,1.5,0.5076133534337793,0.33840890228918624
MI-065,Mindanao,0.938980429513245,0.01,0.20031719260475428,0.7919556951115766,0.8125513135211876,15.834850222807777,0.02351117853026241,73.10822510822511,True,67.65793640737826,13.073981396268858,77.93276938193334,9.223306753168414,0.0,Low,0.0017121411512189964,3,Relatively secure forest,4.097460905718693,0.1305005760777936,Long-term monitoring,1.5,0.0,0.0
MI-066,Mindanao,0.8802141317093853,0.27471790878146624,0.22324513538458995,0.8275059983527429,0.7100111240721584,7.907277246577707,0.2297213589905955,73.10822510822511,False,51.04346156742466,11.275523877507682,73.94735852872836,12.470118633167774,23.893898317287015,Low,0.001760018666893391,3,Relatively secure forest,2.5644562744692987,-0.18941593402049242,Stewardship or protected-area agreement,4.5,7.168169495186104,2.150450848555831
MI-067,Mindanao,0.7740339961883143,0.3243442901096857,0.396689372197945,0.631234805002966,0.624830266225848,9.669290637403277,0.38308463574823703,73.10822510822511,False,73.49092464022405,14.716970936330995,75.93524278786057,11.55244079369945,37.90175127367236,Moderate,0.004024394008122612,0,Watch-list landscape,0.559571665274504,0.6082818610682236,Stewardship or protected-area agreement,4.5,11.370525382101707,3.411157614630512
MI-068,Mindanao,0.4444050594400691,0.6452624194910399,0.408099264358442,0.4784091036583069,0.6038185670345173,2.088528942752529,0.24133990229847946,73.10822510822511,False,116.52273516976916,22.57593595536054,82.57394199835238,11.188297538312561,47.71494162530921,Moderate,0.004325682487907336,2,Fragmented pressure front,-0.5968997455965424,-1.227897330518336,Community patrol and anti-persecution,3.0,16.22308015260513,7.30038606867231
MI-069,Mindanao,0.6355907976298478,0.30139311052663,0.25593831990974514,0.6548892557246465,0.4881561869706984,6.6399359366807,0.1935418716186514,73.10822510822511,False,55.543260138049874,14.717641228337055,72.09069859744386,15.659410952833923,30.513033706224896,Low,0.0032780767289466487,3,Relatively secure forest,0.9529186230512972,-0.8826699837417014,Stewardship or protected-area agreement,4.5,9.153910111867468,2.7461730335602406
