territory_id,island,year,attempted,egg_count,incubation_days,female_incubation_share_pct,hatched,fledged,climate_anomaly,forest_integrity,fragmentation_index,human_pressure,canopy_integrity,prey_index,persecution_risk,protected,risk_score
MI-002,Mindanao,2012,1,1,60.254143112559966,70.22692638211369,1,1,-0.25585808914765346,0.7765362203172695,0.24787096449335094,0.28580076382761144,0.8243096034902457,0.9246256026526325,0.18199681555342465,1,11.835072692769238
MI-002,Mindanao,2014,1,1,58.892093838094695,69.04094092862883,1,1,-0.49150420019595265,0.7765362203172695,0.24787096449335094,0.28580076382761144,0.8243096034902457,0.9246256026526325,0.18199681555342465,1,11.835072692769238
MI-002,Mindanao,2016,1,1,58.648538986485626,75.67016244751458,1,1,-0.07090877112067231,0.7765362203172695,0.24787096449335094,0.28580076382761144,0.8243096034902457,0.9246256026526325,0.18199681555342465,1,11.835072692769238
MI-002,Mindanao,2018,1,1,60.164904644116355,84.53999444697335,1,1,-0.11369676984021851,0.7765362203172695,0.24787096449335094,0.28580076382761144,0.8243096034902457,0.9246256026526325,0.18199681555342465,1,11.835072692769238
MI-002,Mindanao,2020,0,0,,,0,0,0.2850277119440906,0.7765362203172695,0.24787096449335094,0.28580076382761144,0.8243096034902457,0.9246256026526325,0.18199681555342465,1,11.835072692769238
MI-002,Mindanao,2022,1,1,57.540814519687444,80.6718868583109,1,0,1.1075346433825444,0.7765362203172695,0.24787096449335094,0.28580076382761144,0.8243096034902457,0.9246256026526325,0.18199681555342465,1,11.835072692769238
MI-002,Mindanao,2024,1,1,56.11973742750589,70.97880616480991,1,1,-0.08954527806924212,0.7765362203172695,0.24787096449335094,0.28580076382761144,0.8243096034902457,0.9246256026526325,0.18199681555342465,1,11.835072692769238
MI-002,Mindanao,2026,1,1,58.538395735812514,65.53468871652677,1,1,-0.13780026798298017,0.7765362203172695,0.24787096449335094,0.28580076382761144,0.8243096034902457,0.9246256026526325,0.18199681555342465,1,11.835072692769238
MI-003,Mindanao,2010,1,1,58.59299477465424,84.93475244471928,0,0,0.22890025499406771,0.8991390100116291,0.15133716964396776,0.3507365795951207,0.6818234511562972,0.688788558224018,0.23156626130541272,1,17.182111173870727
MI-003,Mindanao,2012,1,1,62.25584069281829,89.53644399201504,1,1,-0.4032606293858444,0.8991390100116291,0.15133716964396776,0.3507365795951207,0.6818234511562972,0.688788558224018,0.23156626130541272,1,17.182111173870727
MI-003,Mindanao,2014,1,1,58.70996275359366,66.37063530687391,1,1,-0.3759374188589526,0.8991390100116291,0.15133716964396776,0.3507365795951207,0.6818234511562972,0.688788558224018,0.23156626130541272,1,17.182111173870727
MI-003,Mindanao,2016,1,1,55.82826661833776,78.95483311388419,0,0,-0.2017186958358958,0.8991390100116291,0.15133716964396776,0.3507365795951207,0.6818234511562972,0.688788558224018,0.23156626130541272,1,17.182111173870727
MI-003,Mindanao,2018,1,1,59.123645317455505,69.98992119802885,1,1,-1.0636126778774766,0.8991390100116291,0.15133716964396776,0.3507365795951207,0.6818234511562972,0.688788558224018,0.23156626130541272,1,17.182111173870727
MI-003,Mindanao,2020,1,1,58.77303666763874,74.57603255848717,1,0,-0.06755586966335411,0.8991390100116291,0.15133716964396776,0.3507365795951207,0.6818234511562972,0.688788558224018,0.23156626130541272,1,17.182111173870727
MI-003,Mindanao,2022,1,1,55.72574368749955,83.72897561907669,1,0,0.04795949826582302,0.8991390100116291,0.15133716964396776,0.3507365795951207,0.6818234511562972,0.688788558224018,0.23156626130541272,1,17.182111173870727
MI-003,Mindanao,2024,1,1,56.14532662299604,77.52954463033429,1,0,-0.1782131838547476,0.8991390100116291,0.15133716964396776,0.3507365795951207,0.6818234511562972,0.688788558224018,0.23156626130541272,1,17.182111173870727
MI-003,Mindanao,2026,1,1,63.43905477268101,78.4993518755125,1,0,-0.5727338641087505,0.8991390100116291,0.15133716964396776,0.3507365795951207,0.6818234511562972,0.688788558224018,0.23156626130541272,1,17.182111173870727
MI-004,Mindanao,2010,1,1,61.20309389496061,63.99687888431552,1,1,0.14216024451705692,0.6883306739698781,0.2966254269837279,0.3297025881131053,0.6804110368528206,0.3986583361265343,0.2967581107992876,1,27.477667148304175
MI-004,Mindanao,2012,1,1,57.327346142980836,87.12786867222803,1,0,0.07750841906055247,0.6883306739698781,0.2966254269837279,0.3297025881131053,0.6804110368528206,0.3986583361265343,0.2967581107992876,1,27.477667148304175
MI-004,Mindanao,2014,1,1,57.864874042524704,82.46921762637174,1,0,-0.2509537431994582,0.6883306739698781,0.2966254269837279,0.3297025881131053,0.6804110368528206,0.3986583361265343,0.2967581107992876,1,27.477667148304175
MI-004,Mindanao,2016,1,1,58.51883227947039,77.737624059073,1,0,0.7719853676788836,0.6883306739698781,0.2966254269837279,0.3297025881131053,0.6804110368528206,0.3986583361265343,0.2967581107992876,1,27.477667148304175
MI-004,Mindanao,2018,1,1,63.15073209260101,86.97167746068328,1,1,-0.38344736998233214,0.6883306739698781,0.2966254269837279,0.3297025881131053,0.6804110368528206,0.3986583361265343,0.2967581107992876,1,27.477667148304175
MI-004,Mindanao,2020,1,1,60.74757030321061,80.6724319813084,1,1,0.15755084223923865,0.6883306739698781,0.2966254269837279,0.3297025881131053,0.6804110368528206,0.3986583361265343,0.2967581107992876,1,27.477667148304175
MI-004,Mindanao,2022,0,0,,,0,0,0.12216020211510359,0.6883306739698781,0.2966254269837279,0.3297025881131053,0.6804110368528206,0.3986583361265343,0.2967581107992876,1,27.477667148304175
MI-004,Mindanao,2024,1,1,60.40807519961764,72.816541140435,1,1,-0.49382233597745545,0.6883306739698781,0.2966254269837279,0.3297025881131053,0.6804110368528206,0.3986583361265343,0.2967581107992876,1,27.477667148304175
MI-004,Mindanao,2026,1,1,60.435594848842314,72.34949982441195,0,0,0.25072714460741846,0.6883306739698781,0.2966254269837279,0.3297025881131053,0.6804110368528206,0.3986583361265343,0.2967581107992876,1,27.477667148304175
MI-005,Mindanao,2010,1,1,58.69373581972028,77.62685040371564,1,1,0.9635036557086339,0.527496403457652,0.5710748612078171,0.6842891888135503,0.56498831127343,0.37586079721990523,0.6501530817396547,0,65.3862555625655
MI-005,Mindanao,2012,1,1,56.78130397994049,86.93695400654406,1,1,0.21959109450100603,0.527496403457652,0.5710748612078171,0.6842891888135503,0.56498831127343,0.37586079721990523,0.6501530817396547,0,65.3862555625655
MI-005,Mindanao,2014,1,1,60.45024413843243,69.74217616792463,1,1,-0.12541691361551613,0.527496403457652,0.5710748612078171,0.6842891888135503,0.56498831127343,0.37586079721990523,0.6501530817396547,0,65.3862555625655
MI-005,Mindanao,2016,1,1,54.11824215847276,59.04623822024031,0,0,-0.33163194814834385,0.527496403457652,0.5710748612078171,0.6842891888135503,0.56498831127343,0.37586079721990523,0.6501530817396547,0,65.3862555625655
MI-005,Mindanao,2018,1,1,59.029015534701976,65.11814484852489,1,1,-0.22487146757489224,0.527496403457652,0.5710748612078171,0.6842891888135503,0.56498831127343,0.37586079721990523,0.6501530817396547,0,65.3862555625655
MI-005,Mindanao,2020,1,1,57.20461236119336,76.84577103719326,1,0,0.06982413833436758,0.527496403457652,0.5710748612078171,0.6842891888135503,0.56498831127343,0.37586079721990523,0.6501530817396547,0,65.3862555625655
MI-005,Mindanao,2022,1,1,57.07917045208019,77.04319265362793,0,0,-0.19548317247450223,0.527496403457652,0.5710748612078171,0.6842891888135503,0.56498831127343,0.37586079721990523,0.6501530817396547,0,65.3862555625655
MI-005,Mindanao,2024,1,1,55.3681947281186,70.36612399066252,1,0,0.15133275851833067,0.527496403457652,0.5710748612078171,0.6842891888135503,0.56498831127343,0.37586079721990523,0.6501530817396547,0,65.3862555625655
MI-005,Mindanao,2026,1,1,57.42271507621682,67.55298029546599,0,0,-0.020918670837672376,0.527496403457652,0.5710748612078171,0.6842891888135503,0.56498831127343,0.37586079721990523,0.6501530817396547,0,65.3862555625655
MI-006,Mindanao,2010,1,1,61.56326447529187,71.87122702444036,1,1,-0.041272762131918835,0.6982636438277247,0.19108543332008263,0.6792673385121888,0.6493367537495941,0.5298374505646418,0.5147639338121782,0,46.12079666665868
MI-006,Mindanao,2012,1,1,59.180918889488275,62.22941928055974,0,0,0.9711551329085163,0.6982636438277247,0.19108543332008263,0.6792673385121888,0.6493367537495941,0.5298374505646418,0.5147639338121782,0,46.12079666665868
MI-006,Mindanao,2014,1,1,53.08824844022099,75.08894796137525,0,0,0.23273439407911217,0.6982636438277247,0.19108543332008263,0.6792673385121888,0.6493367537495941,0.5298374505646418,0.5147639338121782,0,46.12079666665868
MI-006,Mindanao,2016,1,1,57.05038088757969,83.13783811210862,1,1,-0.5229731845009639,0.6982636438277247,0.19108543332008263,0.6792673385121888,0.6493367537495941,0.5298374505646418,0.5147639338121782,0,46.12079666665868
MI-006,Mindanao,2018,0,0,,,0,0,0.8785361041895674,0.6982636438277247,0.19108543332008263,0.6792673385121888,0.6493367537495941,0.5298374505646418,0.5147639338121782,0,46.12079666665868
MI-006,Mindanao,2020,1,1,57.101822297751895,88.2340516921518,1,1,-0.11284740384239993,0.6982636438277247,0.19108543332008263,0.6792673385121888,0.6493367537495941,0.5298374505646418,0.5147639338121782,0,46.12079666665868
MI-006,Mindanao,2022,0,0,,,0,0,-0.30455736894982494,0.6982636438277247,0.19108543332008263,0.6792673385121888,0.6493367537495941,0.5298374505646418,0.5147639338121782,0,46.12079666665868
MI-006,Mindanao,2024,1,1,58.906003727605906,81.64627919884674,0,0,0.44683551373800723,0.6982636438277247,0.19108543332008263,0.6792673385121888,0.6493367537495941,0.5298374505646418,0.5147639338121782,0,46.12079666665868
MI-006,Mindanao,2026,1,1,60.19562512368772,77.33370328868456,1,1,0.6174843539186405,0.6982636438277247,0.19108543332008263,0.6792673385121888,0.6493367537495941,0.5298374505646418,0.5147639338121782,0,46.12079666665868
MI-007,Mindanao,2010,1,1,57.95156493763148,59.842618964915985,1,1,0.19910585052483393,0.6012688495298707,0.4881924938482903,0.2659822149816928,0.7131956845094869,0.47008715807691304,0.13542551408349696,0,35.18647979970496
MI-007,Mindanao,2012,1,1,57.83215228396024,77.75727944091801,1,1,0.883997412349867,0.6012688495298707,0.4881924938482903,0.2659822149816928,0.7131956845094869,0.47008715807691304,0.13542551408349696,0,35.18647979970496
MI-007,Mindanao,2014,1,1,56.69430199554032,79.64808050124054,1,0,0.5418461943267844,0.6012688495298707,0.4881924938482903,0.2659822149816928,0.7131956845094869,0.47008715807691304,0.13542551408349696,0,35.18647979970496
MI-007,Mindanao,2016,1,1,58.59959003346734,78.33200797122154,1,0,0.3231947415804503,0.6012688495298707,0.4881924938482903,0.2659822149816928,0.7131956845094869,0.47008715807691304,0.13542551408349696,0,35.18647979970496
MI-007,Mindanao,2018,1,1,56.47440430660184,71.8104848175531,1,1,-0.30898332628620084,0.6012688495298707,0.4881924938482903,0.2659822149816928,0.7131956845094869,0.47008715807691304,0.13542551408349696,0,35.18647979970496
MI-007,Mindanao,2020,1,1,60.411553836688796,86.0221804887465,1,1,0.4225837513861081,0.6012688495298707,0.4881924938482903,0.2659822149816928,0.7131956845094869,0.47008715807691304,0.13542551408349696,0,35.18647979970496
MI-007,Mindanao,2022,1,1,57.84034836859083,82.19885119973434,0,0,-0.39784654461338026,0.6012688495298707,0.4881924938482903,0.2659822149816928,0.7131956845094869,0.47008715807691304,0.13542551408349696,0,35.18647979970496
MI-007,Mindanao,2024,1,1,62.35152299613611,71.82490735062788,0,0,-0.4098034574229525,0.6012688495298707,0.4881924938482903,0.2659822149816928,0.7131956845094869,0.47008715807691304,0.13542551408349696,0,35.18647979970496
MI-007,Mindanao,2026,1,1,56.585416620523766,77.177739665396,0,0,0.600238873039299,0.6012688495298707,0.4881924938482903,0.2659822149816928,0.7131956845094869,0.47008715807691304,0.13542551408349696,0,35.18647979970496
MI-008,Mindanao,2010,1,1,59.6024238458668,69.84549505537086,0,0,0.09021429505302599,0.46654646114679726,0.7432190948860795,0.6172518797543882,0.4287726728940088,0.5555830212976878,0.6392942740189076,0,67.65263709055627
MI-008,Mindanao,2012,1,1,56.384249382391104,74.21253233294262,0,0,-0.6952604421099517,0.46654646114679726,0.7432190948860795,0.6172518797543882,0.4287726728940088,0.5555830212976878,0.6392942740189076,0,67.65263709055627
MI-008,Mindanao,2014,0,0,,,0,0,-1.1588199555834184,0.46654646114679726,0.7432190948860795,0.6172518797543882,0.4287726728940088,0.5555830212976878,0.6392942740189076,0,67.65263709055627
MI-008,Mindanao,2016,0,0,,,0,0,0.8584419330908535,0.46654646114679726,0.7432190948860795,0.6172518797543882,0.4287726728940088,0.5555830212976878,0.6392942740189076,0,67.65263709055627
MI-008,Mindanao,2018,1,1,59.86335438966583,67.92666351126388,0,0,-0.985711320014706,0.46654646114679726,0.7432190948860795,0.6172518797543882,0.4287726728940088,0.5555830212976878,0.6392942740189076,0,67.65263709055627
MI-008,Mindanao,2020,1,1,56.494554823543034,85.9365491337929,0,0,0.5609674275640776,0.46654646114679726,0.7432190948860795,0.6172518797543882,0.4287726728940088,0.5555830212976878,0.6392942740189076,0,67.65263709055627
MI-008,Mindanao,2022,1,1,55.11887021841342,73.00013494009613,0,0,0.306161221591251,0.46654646114679726,0.7432190948860795,0.6172518797543882,0.4287726728940088,0.5555830212976878,0.6392942740189076,0,67.65263709055627
MI-008,Mindanao,2024,1,1,61.1545840309684,75.75506883231732,1,0,-0.39811377054879493,0.46654646114679726,0.7432190948860795,0.6172518797543882,0.4287726728940088,0.5555830212976878,0.6392942740189076,0,67.65263709055627
MI-008,Mindanao,2026,1,1,59.37424038780548,62.95157176840777,0,0,-0.4689691117332498,0.46654646114679726,0.7432190948860795,0.6172518797543882,0.4287726728940088,0.5555830212976878,0.6392942740189076,0,67.65263709055627
MI-009,Mindanao,2010,1,1,59.18210543539305,77.39171843856563,1,1,0.20901207343807643,0.7043024675029844,0.26775485250473824,0.6405552393448724,0.5810954012659466,0.4631733846602058,0.35514932604294625,1,37.16642670487948
MI-009,Mindanao,2012,0,0,,,0,0,-1.4168013875873646,0.7043024675029844,0.26775485250473824,0.6405552393448724,0.5810954012659466,0.4631733846602058,0.35514932604294625,1,37.16642670487948
MI-009,Mindanao,2014,1,1,63.14473314477805,77.17587882459868,1,1,-0.6162158334515553,0.7043024675029844,0.26775485250473824,0.6405552393448724,0.5810954012659466,0.4631733846602058,0.35514932604294625,1,37.16642670487948
MI-009,Mindanao,2016,1,1,55.350592341920894,78.73065390322151,1,1,0.13118286153816,0.7043024675029844,0.26775485250473824,0.6405552393448724,0.5810954012659466,0.4631733846602058,0.35514932604294625,1,37.16642670487948
MI-009,Mindanao,2018,1,1,59.94218329155808,61.44980373998143,1,0,0.43474811607338404,0.7043024675029844,0.26775485250473824,0.6405552393448724,0.5810954012659466,0.4631733846602058,0.35514932604294625,1,37.16642670487948
MI-009,Mindanao,2020,1,1,59.00775134732297,80.48366355222821,1,1,0.10703630017022771,0.7043024675029844,0.26775485250473824,0.6405552393448724,0.5810954012659466,0.4631733846602058,0.35514932604294625,1,37.16642670487948
MI-009,Mindanao,2022,0,0,,,0,0,0.13078426959951037,0.7043024675029844,0.26775485250473824,0.6405552393448724,0.5810954012659466,0.4631733846602058,0.35514932604294625,1,37.16642670487948
MI-009,Mindanao,2024,1,1,58.253049719119154,55.00000000000001,1,0,-0.264347020539624,0.7043024675029844,0.26775485250473824,0.6405552393448724,0.5810954012659466,0.4631733846602058,0.35514932604294625,1,37.16642670487948
MI-009,Mindanao,2026,1,1,56.40481954685831,85.1237280503269,0,0,0.6237008445171327,0.7043024675029844,0.26775485250473824,0.6405552393448724,0.5810954012659466,0.4631733846602058,0.35514932604294625,1,37.16642670487948
MI-010,Mindanao,2010,1,1,58.4586357309488,81.4452062905032,1,1,-0.5865523379271835,0.74647546648483,0.25984576748921284,0.24549412421386896,0.6494206676924527,0.5240384401236436,0.23365735347114916,1,20.730157552352313
MI-010,Mindanao,2012,1,1,59.14209337607382,70.43071242997588,1,0,-1.0447511682105919,0.74647546648483,0.25984576748921284,0.24549412421386896,0.6494206676924527,0.5240384401236436,0.23365735347114916,1,20.730157552352313
MI-010,Mindanao,2014,0,0,,,0,0,-0.561409799403323,0.74647546648483,0.25984576748921284,0.24549412421386896,0.6494206676924527,0.5240384401236436,0.23365735347114916,1,20.730157552352313
MI-010,Mindanao,2016,1,1,55.659669728955905,77.32755369681131,1,1,0.34930627917239604,0.74647546648483,0.25984576748921284,0.24549412421386896,0.6494206676924527,0.5240384401236436,0.23365735347114916,1,20.730157552352313
MI-010,Mindanao,2018,1,1,56.20774521867596,64.5289305168617,1,1,-0.5899008839106656,0.74647546648483,0.25984576748921284,0.24549412421386896,0.6494206676924527,0.5240384401236436,0.23365735347114916,1,20.730157552352313
MI-010,Mindanao,2020,1,1,59.238172259664644,67.18592552977617,1,1,-0.26633726414731257,0.74647546648483,0.25984576748921284,0.24549412421386896,0.6494206676924527,0.5240384401236436,0.23365735347114916,1,20.730157552352313
MI-010,Mindanao,2022,1,1,62.22147514553915,74.87449484600747,1,1,0.6034798336393745,0.74647546648483,0.25984576748921284,0.24549412421386896,0.6494206676924527,0.5240384401236436,0.23365735347114916,1,20.730157552352313
MI-010,Mindanao,2024,1,1,62.67089693009572,63.30119218561594,1,1,-0.30270827986460735,0.74647546648483,0.25984576748921284,0.24549412421386896,0.6494206676924527,0.5240384401236436,0.23365735347114916,1,20.730157552352313
MI-010,Mindanao,2026,1,1,56.505517071616,86.13180862899183,1,0,-0.06220090773562457,0.74647546648483,0.25984576748921284,0.24549412421386896,0.6494206676924527,0.5240384401236436,0.23365735347114916,1,20.730157552352313
MI-011,Mindanao,2010,1,1,61.35654683804406,62.78251716571629,1,1,-0.012401020370726197,0.855016760207159,0.25932110181319556,0.31185902586938175,0.8038275362056612,0.5789498804996813,0.3006375175295102,1,21.45368464214429
MI-011,Mindanao,2012,1,1,58.59906975474072,65.76744211807447,0,0,-0.4779721671369873,0.855016760207159,0.25932110181319556,0.31185902586938175,0.8038275362056612,0.5789498804996813,0.3006375175295102,1,21.45368464214429
MI-011,Mindanao,2014,1,1,55.23935937431781,84.67982546165675,0,0,0.09186475738552888,0.855016760207159,0.25932110181319556,0.31185902586938175,0.8038275362056612,0.5789498804996813,0.3006375175295102,1,21.45368464214429
MI-011,Mindanao,2016,1,1,57.10303667664182,57.30009883274091,1,1,-0.007811535469405641,0.855016760207159,0.25932110181319556,0.31185902586938175,0.8038275362056612,0.5789498804996813,0.3006375175295102,1,21.45368464214429
MI-011,Mindanao,2018,1,1,61.33586960183362,83.81779819354593,0,0,-0.5224983254345158,0.855016760207159,0.25932110181319556,0.31185902586938175,0.8038275362056612,0.5789498804996813,0.3006375175295102,1,21.45368464214429
MI-011,Mindanao,2020,0,0,,,0,0,0.014337880575160446,0.855016760207159,0.25932110181319556,0.31185902586938175,0.8038275362056612,0.5789498804996813,0.3006375175295102,1,21.45368464214429
MI-011,Mindanao,2022,1,1,53.91131451165602,71.77457063894086,1,0,-0.19938035005399576,0.855016760207159,0.25932110181319556,0.31185902586938175,0.8038275362056612,0.5789498804996813,0.3006375175295102,1,21.45368464214429
MI-011,Mindanao,2024,1,1,56.586711772640115,78.09454606475322,0,0,0.016024554524884917,0.855016760207159,0.25932110181319556,0.31185902586938175,0.8038275362056612,0.5789498804996813,0.3006375175295102,1,21.45368464214429
MI-011,Mindanao,2026,1,1,56.708231860591546,68.49455985433498,0,0,-0.27241287366509526,0.855016760207159,0.25932110181319556,0.31185902586938175,0.8038275362056612,0.5789498804996813,0.3006375175295102,1,21.45368464214429
MI-012,Mindanao,2010,0,0,,,0,0,0.611760190574186,0.5463770408743057,0.5116788385375022,0.7370857321140115,0.5432093246698843,0.4988641754656876,0.5524227634962346,0,61.02689631711745
MI-012,Mindanao,2012,1,1,55.103151945192224,91.84088466568781,1,0,0.32106773083649687,0.5463770408743057,0.5116788385375022,0.7370857321140115,0.5432093246698843,0.4988641754656876,0.5524227634962346,0,61.02689631711745
MI-012,Mindanao,2014,1,1,60.68635593808462,71.59517224643844,1,0,-0.051247869520019744,0.5463770408743057,0.5116788385375022,0.7370857321140115,0.5432093246698843,0.4988641754656876,0.5524227634962346,0,61.02689631711745
MI-012,Mindanao,2016,1,1,59.550944338770876,84.23650504951414,1,1,-0.08775721365816826,0.5463770408743057,0.5116788385375022,0.7370857321140115,0.5432093246698843,0.4988641754656876,0.5524227634962346,0,61.02689631711745
MI-012,Mindanao,2018,0,0,,,0,0,0.6592079355125249,0.5463770408743057,0.5116788385375022,0.7370857321140115,0.5432093246698843,0.4988641754656876,0.5524227634962346,0,61.02689631711745
MI-012,Mindanao,2020,1,1,58.34844828177345,90.37352124680731,0,0,-0.36741417597313863,0.5463770408743057,0.5116788385375022,0.7370857321140115,0.5432093246698843,0.4988641754656876,0.5524227634962346,0,61.02689631711745
MI-012,Mindanao,2022,1,1,59.783485115242094,85.9170900527041,1,0,0.15984848548136493,0.5463770408743057,0.5116788385375022,0.7370857321140115,0.5432093246698843,0.4988641754656876,0.5524227634962346,0,61.02689631711745
MI-012,Mindanao,2024,0,0,,,0,0,0.12693473753096612,0.5463770408743057,0.5116788385375022,0.7370857321140115,0.5432093246698843,0.4988641754656876,0.5524227634962346,0,61.02689631711745
MI-012,Mindanao,2026,1,1,56.58770264338492,68.16109589096006,1,0,-0.04591144070445534,0.5463770408743057,0.5116788385375022,0.7370857321140115,0.5432093246698843,0.4988641754656876,0.5524227634962346,0,61.02689631711745
MI-013,Mindanao,2010,0,0,,,0,0,1.074080660397789,0.6392880173952447,0.29597374001124377,0.36801585205318743,0.6394006327487718,0.6463409856766956,0.2513570325803335,0,32.63558801729201
MI-013,Mindanao,2012,1,1,59.339411393631266,72.31530256735455,1,0,0.471209795215844,0.6392880173952447,0.29597374001124377,0.36801585205318743,0.6394006327487718,0.6463409856766956,0.2513570325803335,0,32.63558801729201
MI-013,Mindanao,2014,1,1,57.74079567648697,67.59320603359053,1,1,-0.9432123139977467,0.6392880173952447,0.29597374001124377,0.36801585205318743,0.6394006327487718,0.6463409856766956,0.2513570325803335,0,32.63558801729201
MI-013,Mindanao,2016,1,1,60.77882750425493,82.20876410095056,1,1,0.07337151902673794,0.6392880173952447,0.29597374001124377,0.36801585205318743,0.6394006327487718,0.6463409856766956,0.2513570325803335,0,32.63558801729201
MI-013,Mindanao,2018,1,1,57.508555455570495,59.028890134882985,1,0,0.6012709014560059,0.6392880173952447,0.29597374001124377,0.36801585205318743,0.6394006327487718,0.6463409856766956,0.2513570325803335,0,32.63558801729201
MI-013,Mindanao,2020,1,1,58.02796678713537,76.11806291650565,1,1,0.3739501751637201,0.6392880173952447,0.29597374001124377,0.36801585205318743,0.6394006327487718,0.6463409856766956,0.2513570325803335,0,32.63558801729201
MI-013,Mindanao,2022,0,0,,,0,0,0.2009195430371619,0.6392880173952447,0.29597374001124377,0.36801585205318743,0.6394006327487718,0.6463409856766956,0.2513570325803335,0,32.63558801729201
MI-013,Mindanao,2024,1,1,58.03406423785998,76.7916993280377,1,0,0.5431751372986553,0.6392880173952447,0.29597374001124377,0.36801585205318743,0.6394006327487718,0.6463409856766956,0.2513570325803335,0,32.63558801729201
MI-013,Mindanao,2026,1,1,57.958650263290245,82.88470152968792,1,1,-0.29221403222649817,0.6392880173952447,0.29597374001124377,0.36801585205318743,0.6394006327487718,0.6463409856766956,0.2513570325803335,0,32.63558801729201
MI-014,Mindanao,2010,1,1,59.82151479852926,57.788617950845975,1,0,0.6759709483457808,0.7006963631328724,0.18246882658840777,0.2821203678122114,0.7708165023953665,0.7053816663804006,0.279221235470134,1,15.954767269477708
MI-014,Mindanao,2012,0,0,,,0,0,0.30365140024337645,0.7006963631328724,0.18246882658840777,0.2821203678122114,0.7708165023953665,0.7053816663804006,0.279221235470134,1,15.954767269477708
MI-014,Mindanao,2014,1,1,56.36778918932068,71.07196828628939,1,0,-0.34682361326937305,0.7006963631328724,0.18246882658840777,0.2821203678122114,0.7708165023953665,0.7053816663804006,0.279221235470134,1,15.954767269477708
MI-014,Mindanao,2016,1,1,61.44181178116378,67.57817721054866,0,0,0.405131662511649,0.7006963631328724,0.18246882658840777,0.2821203678122114,0.7708165023953665,0.7053816663804006,0.279221235470134,1,15.954767269477708
MI-014,Mindanao,2018,1,1,59.14751402462354,73.34431569444862,1,0,-0.15043440169203176,0.7006963631328724,0.18246882658840777,0.2821203678122114,0.7708165023953665,0.7053816663804006,0.279221235470134,1,15.954767269477708
MI-014,Mindanao,2020,1,1,55.75755474024816,89.21740437862343,1,1,0.5717210772237312,0.7006963631328724,0.18246882658840777,0.2821203678122114,0.7708165023953665,0.7053816663804006,0.279221235470134,1,15.954767269477708
MI-014,Mindanao,2022,1,1,59.57998810234302,81.77816359624308,1,0,-0.3405519620520568,0.7006963631328724,0.18246882658840777,0.2821203678122114,0.7708165023953665,0.7053816663804006,0.279221235470134,1,15.954767269477708
MI-014,Mindanao,2024,1,1,61.050486933823215,66.28336562599672,0,0,-0.07556574692788572,0.7006963631328724,0.18246882658840777,0.2821203678122114,0.7708165023953665,0.7053816663804006,0.279221235470134,1,15.954767269477708
MI-014,Mindanao,2026,1,1,62.130346401942546,72.77782864097651,1,0,0.3009702444286437,0.7006963631328724,0.18246882658840777,0.2821203678122114,0.7708165023953665,0.7053816663804006,0.279221235470134,1,15.954767269477708
